mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.5734924793243408,0.010701639614526432,0.0034114837646484373,0.005599645086903726,0.01,400,"{'learning_rate': np.float64(0.01), 'n_estimators': np.int64(400)}",0.7565205121264553,0.6867142990099417,0.6570287793002887,0.5804925969452848,0.5812340916703577,0.7251864535378654,0.37205556799058837,0.6715282414183743,0.5682625690564209,0.7762725672933648,0.6375295678348941,0.11258073528149024,26,0.7814978480835157,0.7805726272721343,0.7833897666464376,0.7807911126304254,0.7960279513428359,0.7776658584627087,0.7980008188853308,0.789180090682353,0.7912536671493359,0.7745062770653072,0.7852886018220384,0.007499784917576366
0.6341291666030884,0.012154880340387997,0.003543853759765625,0.006279068548364056,0.01,435,"{'learning_rate': np.float64(0.01), 'n_estimators': np.int64(435)}",0.7585109900064635,0.6911881185608755,0.6586920095157429,0.5866776251700689,0.5767211981915177,0.7295577628271674,0.37696050150756444,0.6783222496322441,0.5730943977287689,0.7791572277673148,0.6408882080907728,0.11241624520296983,18,0.7886674084287905,0.7881630288775203,0.7909743947360293,0.7886095547633464,0.8027568047656903,0.7850416646403936,0.8050597886743368,0.7961586071884901,0.7987802148223586,0.7810525000530186,0.7925263966949975,0.007439106169879162
0.6810523748397828,0.012011865569574802,0.0016176939010620118,0.003924374694012934,0.01,470,"{'learning_rate': np.float64(0.01), 'n_estimators': np.int64(470)}",0.7602965900975932,0.6945552921877993,0.6599730233228446,0.5922042115511137,0.5778189173583279,0.7326504346666152,0.38175259651054916,0.6841588007741164,0.577257914217969,0.7814111771898016,0.6442078957876729,0.11179438546682506,16,0.794883828025045,0.7941444703675299,0.7974846538365132,0.7958275154923538,0.80866907507641,0.7920075850818302,0.8111717502182777,0.8027840396434386,0.8048813742459956,0.7874206642689667,0.7989274956256361,0.007255028052712328
0.07417190074920654,0.006658950023291268,0.002234649658203125,0.004786716439692582,0.05,50,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(50)}",0.737003843591037,0.6603480016054489,0.6110860518352634,0.5507578679732148,0.5903573478464497,0.6896184863634386,0.3412924339393659,0.6299881525152171,0.5368928215068376,0.7480082457354877,0.609535325291176,0.11220191751223618,54,0.730695479636275,0.7313704938985183,0.7334833883316707,0.7293255552752296,0.7472980450970541,0.72456112977874,0.7491900260938952,0.7350109358119885,0.7386647881884829,0.7244387935225058,0.734403863563436,0.00805721103762968
0.12533938884735107,0.007995384620857924,0.00012934207916259766,0.00038802623748779297,0.05,85,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(85)}",0.7578581315854869,0.6898446330220633,0.6368989404821712,0.5897689948864653,0.5624531160500488,0.7236638716547635,0.37671881117658346,0.6792374887596847,0.5712054359715781,0.7784898690144603,0.6366139292603306,0.11250555795994595,28,0.790081377804234,0.7872488426706215,0.7922660913929979,0.7876574959522175,0.8009034526629202,0.7825949197356701,0.8028605995896525,0.7922004692747364,0.7981426972000512,0.7797940636189016,0.7913750009902003,0.007167384061271466
0.1755814790725708,0.010622650516539626,0.0019036531448364258,0.005078045425082513,0.05,120,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(120)}",0.7633286958371872,0.7070915821670921,0.636103636920485,0.5978365629576797,0.5632728225788668,0.7374451419938645,0.3918793377843046,0.7076122756790089,0.5813971720450984,0.7864417348130586,0.6472408962776645,0.11286153034911992,11,0.8161534490633775,0.8158981485926273,0.8183084988261566,0.8141065414448715,0.8246001719066242,0.8083106849364712,0.8274355078069735,0.822104417146593,0.8256139856895908,0.8063872289671326,0.8178918634380418,0.00677579632231709
0.23212764263153077,0.023236055724760143,0.00364530086517334,0.006552868737655615,0.05,155,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(155)}",0.7629363027734961,0.7142751468258457,0.6286257604783124,0.6050450320055476,0.5678757056096773,0.7469433126860787,0.40121616797442883,0.7225949967988226,0.5894527914882763,0.7897614940933686,0.6528726710733854,0.11215447462592192,5,0.8333894182574164,0.8382077026394147,0.8349143360562659,0.8325465247867995,0.8429711088574089,0.8273852870974598,0.8428180143795015,0.8419240483783845,0.8442323282462794,0.8301250490554738,0.8368513817754405,0.0056940435480318215
0.27135133743286133,0.011464151143784192,0.0007613420486450196,0.0010045818763518097,0.05,190,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(190)}",0.7593834049735162,0.715916367945429,0.6214064009254008,0.60665953699032,0.5682002217275482,0.7524166789706044,0.4031395187750588,0.7295326906085351,0.5936277739604492,0.78638885741772,0.6536671452294582,0.11184671705799343,2,0.8499159663605783,0.8559229532383396,0.8479005141324956,0.8473318259268107,0.8563568392590701,0.8461780596216978,0.8546160511370521,0.8570564522613454,0.8587951927254862,0.8464074813638263,0.8520481336026702,0.004701559352301255
0.3247076988220215,0.009904838175776576,0.003861808776855469,0.006279203505966064,0.05,225,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(225)}",0.7559543008068893,0.7160827171055019,0.6037927478425915,0.6035199793815078,0.5668119305204813,0.7557050512120894,0.40682930963155695,0.7300009617318883,0.5906942756508569,0.777551588122054,0.6506942862005417,0.11103893432291233,7,0.863346449530687,0.8668469848310393,0.8610483939427718,0.8574447890023609,0.866197905975531,0.855852091117218,0.8648119661922335,0.8699048351365714,0.8706184449420656,0.8608152898398201,0.86368871505103,0.004689754858971905
0.37485151290893554,0.008182808924763944,0.0034612417221069336,0.0064519328305367735,0.05,260,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(260)}",0.7530835490773466,0.7157064261234509,0.6024287291368933,0.6049405943428621,0.5604608628408876,0.750532137862158,0.4106823895014732,0.7286701743332968,0.5896344403740953,0.7705819800490428,0.6486721283641507,0.10908216788062909,9,0.8744678972166974,0.8787698380665919,0.8727686652708048,0.8665590629071166,0.8748202352689434,0.8706320913809966,0.8749233920721229,0.8814841819191247,0.8796118802584811,0.8708767336915165,0.8744913978052397,0.004330918075207112
0.42906827926635743,0.010060585110252516,0.005021476745605468,0.007094540038691972,0.05,295,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(295)}",0.7459450500166787,0.7149060733559971,0.6061560303084784,0.6002741500927071,0.5583238624760829,0.7482470684147318,0.40999030031261163,0.7268689918551055,0.5870896767044507,0.7639842410118628,0.6461785444548707,0.10779043744976706,12,0.8831979508615267,0.8888402953794038,0.8850784676566378,0.8763910679990015,0.8829301972918451,0.8803637053833369,0.8850197610002242,0.8901017303848081,0.8880399124909825,0.8824345763415401,0.8842397664789307,0.0039238423508562185
0.478486442565918,0.008736657654534916,0.002099490165710449,0.003749910460999667,0.05,330,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(330)}",0.7394533461880592,0.7129984473152533,0.6074331742755832,0.5993618635841532,0.5504934395601893,0.7508645817794181,0.4104580452085439,0.7234633728740272,0.583798707528975,0.7593085052919861,0.6437633483606188,0.10730391322082698,17,0.8912293388138178,0.8965352814379346,0.8952166645522245,0.8856411097858137,0.8912973636297055,0.8887563194915091,0.8914043268966021,0.899000739517329,0.895945103213085,0.89200382935678,0.89270300766948,0.003780834689863986
0.5372663497924804,0.015207506177101093,0.0011350154876708985,0.0011684539054361474,0.05,365,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(365)}",0.7365538155206844,0.7110628968544025,0.5964284130428268,0.5970192772524694,0.543595622592562,0.7497246088864602,0.4114397012635834,0.72347216108122,0.5785719785181302,0.7531012989408328,0.6400969773953172,0.10734259058295016,21,0.8995418158491195,0.904061592322789,0.9037474382633525,0.8928774634912279,0.9007327607413923,0.8970719718143297,0.8974333801102079,0.9052267242111175,0.9036889625344756,0.9001691859220807,0.9004551295260093,0.0036886636519150307
0.596110463142395,0.025878647917675107,0.003914570808410645,0.006307333728647515,0.05,400,"{'learning_rate': np.float64(0.05), 'n_estimators': np.int64(400)}",0.7361112280178521,0.7079763990949841,0.5849198802065767,0.5926483773098847,0.5402162891296214,0.7479035822874964,0.4127874188717041,0.7219805266028542,0.5743513438197422,0.7508209946696118,0.6369716040010328,0.10750805441362837,27,0.9063078891665431,0.9090865730675357,0.9115379606579823,0.8989604377347412,0.9081368620399322,0.9042254820261739,0.9047172159551489,0.9114076557315959,0.9098068749441941,0.9070102468943412,0.907119719821819,0.003625254664775517
